,Song,Artist,Genre,Lyrics
2348,Outta My Head,Cole Swindell,Country,"I rode around long enough With my windows down Let that breeze roll in, carry your perfume out I took your number and messages off my phone Oh, but you ain't gone  Wish I could close my eyes and not have to see you smiling Yeah, yeah, can't get you outta my head You're dancing all around it, girl you got me surrounded Yeah, yeah, can't get you outta my head I got you off of these walls, I got you outta my bed But girl I'm no better off, can't get you outta my head  It's like your memory, has got a map of my mind No matter where I go, you find me every time Alone or in a crowd, I hear you whispering baby It's driving me crazy  Wish I could close my eyes and not have to see you smiling Yeah, yeah, can't get you outta my head You're dancing all around it, girl you got me surrounded Yeah, yeah, can't get you outta my head I got you off of these walls, I got you outta my bed But girl I'm no better off, can't get you outta my head Damn, you're hard to forget Oh, oh  Yeah, wish I could close my eyes and not have to see you smiling Yeah, yeah, can't get you outta my head You're dancing all around it, girl, you got me surrounded Yeah, yeah, can't get you outta my head I got you off of these walls, I got you outta my bed But girl I'm no better off, can't get you outta my head You're nowhere close to being gone outta my head Mmm, outta my head  You ain't gone Outta my head Girl, outta my head Oh, you ain't goneEmbedShare URLCopyEmbedCopy"
2349,No One Rocks Mine,Cole Swindell,Country,"I don't wanna ever wanna Think about tomorrow morning Girl, you know I gotta go Damn I hate leaving you But it's what I do We could just stay awake I could sleep on the plane Let me stand every last Minute left loving you 'Cause you know I do  I'll keep your picture out there with me But right now I'm still here, so Come on and kiss me  'Cause I've seen Vegas in the bright lights But it don't hold a candle to your green eyes Felt the heat of the Georgia summer Nothing like your skin under these covers, damn I've heard the waves hit the West Coast There ain't a thing out there that even comes close I've been around this world a time or two And no one rocks mine like you Laying here in this bed With your head on my chest Making sure you know that, baby We gon' be alright And holding on tight Long as you're in my arms I'll be cussing that alarm Putting on my boots And putting off another goodbye Yeah, baby, goodbye  'Cause I've seen Vegas in the bright lights But it don't hold a candle to your green eyes Felt the heat of the Georgia summer Nothing like your skin under these covers, damn I've heard the waves hit the West Coast There ain't a thing out there that even comes close I've been around this world a time or two And no one rocks mine like you  On a night like this I'll remember why I'm all the time missing you And I'm counting the miles and the places And all them faces till I'm back to you I've seen Vegas in the bright lights Well, it don't hold a candle to your green eyes Felt the heat of the Georgia summer But your skin under these covers, damn I've heard the waves hit the West Coast There ain't a thing out there that even comes close I've been around this world a time or two Yeah, I've been around this world a time or two And no one rocks mine like you  No, no one And no one rocks mine like youEmbedShare URLCopyEmbedCopy"
2350,Workin’ On Me,Cole Swindell,Country,"It's the way that you move when a song plays That smile when you brush your hair away The things that you do when you don't say Keep workin' on me It's the way that you walk when you walk by The way that you come off a little shy The way you're all up in my mind Where you oughta be, and it just keeps  Workin' on me don't know if you know it Everything you do just gets me going Baby, you're drivin' me crazy You got my head spinnin' like a vinyl record Gets me every time you're doin' whatever You're doin' to me Girl can't you see It's workin' on me  All that it takes is a little touch There you go makin' my heart rush It's got to be more than a little crush When I can barely breathe You better believe It's workin' on me, don't know if you know it Everything you do just gets me goin' Baby, you're drivin' me crazy You got my head spinnin' like a vinyl record Gets me every time your doin' whatever You're doin' to me Girl can't you see, its workin' on me  Look what you've done now Can't go back Too far gone now Keep it comin' 'Cause girl I just can't get enough, can't get enough  Yeah, you got my head spinnin' like a vinyl record Gets me every time you're doin' whatever You're doin' to me Girl can't you see It's workin' on me  Keep on workin' on meEmbedShare URLCopyEmbedCopy"
2351,Some Habits,Cole Swindell,Country,"Yeah, I'm rough around the edges On the surface, I ain't perfect Still need a little smoothing out It's hard to shift gears After years of going one way And one day turning around Like water tanks, barns, and rusted junk cars Get saved by a coat of paint It takes somebody like you To make a sinner like me Wanna try to be a little more saint  'Cause good bourbon is hard to put down That high road is hard to stay on That Good Book, it's hard to pick up That old me is hard to turn off Girl, I've been trying like hell Might be getting ahead of myself But the longer I love you, the morе I know Some habits ain't meant to be brokе No, no, no, no, no  Yeah, habits like lying next to you Like making you laugh Like filling up a wall full of photographs Like learning how to listen Red light quick kissin' Sunday morning 'Amen', third pew forgivin' Like hometown walkin' Me nothin' talkin' Together every sunset to sundown Like through the house dancin' Them hardwoods catching Our clothes falling to the ground Good bourbon is hard to put down That high road is hard to stay on That Good Book, it's hard to pick up That old me is hard to turn off Girl, I've been trying like hell Might be getting ahead of myself But the longer I love you, the more I know Some habits ain't meant to be broke Oh, no, no  Yeah, a man's gotta know When it's time to let go What he's gotta outgrow and can't And as long as it's you that I don't gotta lose Then everything else I can  Yeah, good bourbon is hard to put down That high road is hard to stay on That Good Book, it's hard to pick up That old me is hard to turn off Girl, I've been trying like hell Might be getting ahead of myself But the longer I love you, the more I know Some habits ain't meant to be broke Yeah, some habits ain't meant to be broke Like loving you Like loving youEmbedShare URLCopyEmbedCopy"
2352,I’ll Be Your Small Town,Cole Swindell,Country,"Ain't nothing fancy 'bout how I talk It's little bit slow, full of ain't and yaws Somewhere between some old school Strait and McGraw I know you ain't ever been south of heaven But if you give me a red dirt chance I'm betting This one red light, two lane guy will grow on you I can't be California  But I can be your pine tree shade in the middle of summer Your tin roof, rain cover from the thunder Your back pew hallelujah Sunday morning prayer Yeah, I'll be where You can go when you know that it's all spinning too fast Slow kinda road, thirty-five on the dash That dot on the map for your heart when you need to slow down You'll be my whole world, I'll be your small town  You got me up all night like New York City You got the Beverly high heels, dressed kinda pretty And every time I get to hold you I get to go there So when you want a little bit of middle of nowhere  But I can be your pine tree shade in the middle of summer Your tin roof, rain cover from the thunder Your back pew hallelujah Sunday morning prayer Baby, I'll be where You can go when you know that it's all spinning too fast Slow kinda road, thirty-five on the dash That dot on the map for your heart when you need to slow down You'll be my whole world, I'll be your small town Yeah, I'll be your small town I'll be your Friday night, misery light midnight sixer You be the shooting star, I'll be the wisher That back road flying, wind blowing through your hair I just wanna be where  You can go when you know that it's all spinning too fast Slow kinda road, thirty-five on the dash That dot on the map for your heart when you need to slow down You'll be my whole world, I'll be your small town Girl, you'll be my whole world And I'll be your small townEmbedShare URLCopyEmbedCopy"
2353,Broke Down,Cole Swindell,Country,"Old school McGraw coming out of my doors Had to pull over, couldn't take it no more Got this thing running in park, hazards lighting up the dark I was just out driving around Wasn't scanning for a memory to slow me down But damn, if yours didn't baby I'd'a paid that DJ not to play it  Cause I'm sitting here knowing what its gonna take to fix me It ain't a bar, it ain't the beer, it ain't the whiskey I'd give anything to hear you say you miss me tonight Yeah, anybody else with any kind of sense Woulda done moved on, said it is what it is But I'm off on the shoulder in a mess, all wrecked inside Baby, I'm broke down and it ain't the truck this time  People slowing down, wanna see what's wrong I got my hand out the window just waving 'em on Cause I don't wanna have to explain Don't want no one to see me this way Don't need no gas, don't need no ride Everything on this Chevy is running just right I just need another minute or two 'Til this song's over like me and you I'm sitting here knowing what its gonna take to fix me It ain't a bar, it ain't the beer, it ain't the whiskey I'd give anything to hear you say you miss me tonight Yeah, anybody else with any kind of sense Woulda done moved on, said it is what it is But I'm off on the shoulder in a mess, all wrecked inside Yeah, baby, I'm broke down and it ain't the truck this time  Yeah anybody else with any kind of sense Woulda done moved on, but I'm here like this Off on the shoulder in a mess, all wrecked inside Yeah, baby, I'm broke down, but it ain't the truck this time No, it ain't the truck this time  I got nowhere go, nowhere to be I'm nobody, baby, if you don't love meEmbedShare URLCopyEmbedCopy"
2354,You’ve Got My Number,Cole Swindell,Country,"You know where I might be Any given Saturday night You know what dress to wear How to make it look just right When you walk by How to smile like you just don't care You know what drink I like You know which songs I love When you hit that dance floor You know how to mess me up How to make me love ya No, girl, it just ain't fair  You've got my number Yeah, baby, you know me You've got me wonderin' How good that it might be If I could kiss you Spend a little time with you, girl You love to drive me A hundred miles right out of my mind You love to make me Think what it might be like If I could hold ya But, no, you're just a tease You've got my number But you ain't callin' me I know you remember We shared that dance one night Yeah, we got so close Underneath that neon light Then, it was over You said you had to go But I made you hold up Put my number in your phone I thought you'd hit me up Later, when you got back home But I never heard from you And I'm still hangin' on  You've got my number Yeah, baby, you know me You've got me wonderin' How good that end might be If I could kiss you Spend a little time with you, girl You love to drive me A hundred miles right out of my mind You love to make me Think what it might be like If I could hold ya But, no, you're just a tease You've got my number But you ain't callin' me Yeah, you've got my number But you act like You don't even know me And girl it ain't right You push my buttons And act like it ain't nothin', baby  You've got my number Yeah, baby, you know me You've got me wonderin' How good that end might be If I could kiss you Spend a little time with you, girl You love to drive me A hundred miles right out of my mind You love to make me Think what it might be like If I could hold ya But, no, you're just a tease You've got my number But you ain't callin' me  Yeah, you've got me fallin' But, girl, you ain't callin' Ain't callin' meEmbedShare URLCopyEmbedCopy"
2355,Remember Boys,Cole Swindell,Country,"Remember, boys, never let a lady open the door And be there with a lighter if she wants a smoke Remember, boys, never let her go to sleep crying When she tells you 'bout her dreams You gotta fill 'em up with hope  'Cause I don't wanna be a one night boy I don't wanna be an ain't right boy I don't wanna be a ""had a ball, wait it out, no call"" kinda love song boy I don't wanna be a regret or the one that she forgets I don't wanna be a June to September I wanna be one of those remember boys  Remember, boys, always open her beer first And tell her that you love her even when she makes you mad And remember, boys, no matter what, you make it work You want her and need her and fight to keep her Let her know you know what you have  I don't wanna be a one night boy I don't wanna be an ain't right boy I don't wanna be a ""had a ball, wait it out, no call"" kinda love song boy I don't wanna be a regret or the one that she forgets I don't wanna be a June to September I wanna be one of those remember boys No, I don't wanna be a late night boy I don't wanna be a heartbreak boy I don't wanna be a can't trust him with your love kind of loser boy I don't wanna be a regret or the one that she forgets I don't wanna be a June to September I wanna be one of those remember boys That's right I wanna be one of those remember boysEmbedShare URLCopyEmbedCopy"
2356,Party Wasn’t Over,Cole Swindell,Country,"There she was, little blue jean buzz Just bare footing around I said, ""What's up?"" She hopped in the truck And we were right away running the town  She's the kinda girl that walks in to your lonely world And everything dark just lights up But all summers end, now she's gone with the wind And the reason I spend so many nights up  Somebody, somebody shoulda told her This party, this party wasn't over Hands up in the air, still swaying That band she loves still playing She had this old boy from the boondocks Sweet talking, walking on moon rocks I wish somebody woulda told her This party, this party wasn't over This party, this party wa-wa-wasn't over  I still hear her laughing like it just happened Like I was just with her here Well, she had the magic and I had the habit But then she just disappeared See, I'm the kinda guy that just can't get her off my mind No matter how hard I try, she's all I think of Another lesson learned, but hey, the world still turns So I guess it's time to turn another drink up  Somebody, somebody shoulda told her This party, this party wasn't over Hands up in the air, still swaying That band she loves still playing She had this old boy from the boondocks Sweet talking, walking on moon rocks I wish somebody woulda told her This party, this party wasn't over  These days, I can't even hear a wave crash And I get carried away and go George Strait back To a slow dance out in the sand When the keg was still cold and she was holding my hand  Somebody, somebody shoulda told her This party, this party wasn't over Hands up in the air, still swaying That band she loves still playing She had this old boy from the boondocks Sweet talking, walking on moon rocks I wish somebody woulda told her This party, this party wasn't over No, it wasn't over Yeah, this party, this party, this party wasn't over Hands still swaying, band still playing Damn, this party wasn't over This party, this party, this party wasn't over This party, this party, this party wasn't overEmbedShare URLCopyEmbedCopy"
2357,Roller Coaster,Cole Swindell,Country,"She had a cross around her neck And a flower in her hand That I picked from the side of Thomas Drive On our way to the sand We found an old wooden chair Still warm from the sun Pushed it back, gave me a kiss with Bacardi on her lips And I was done  We spent that week wide open Upside down beside the ocean I didn't know where it was goin' Just tryin' to keep my heart on the tracks I should've known that kind of feelin' Would last longer than that week did Blown away and barely breathin' Sunday came and it was over Now she's got me twisted Like an old beach roller coaster  And the rest of those days Turned into long crazy nights When the music got loud We'd sneak away from the crowd Under the boardwalk lights And with all the things we said What I just can't get past Is the way we let it end Now I'm wonderin' where she is Knowin' I can't get that goodbye back We spent that week wide open Upside down beside the ocean I didn't know where it was goin' Just tryin' to keep my heart on the tracks I should've known that kind of feelin' Would last longer than that week did Blown away and barely breathin' Sunday came and it was over Now she's got me twisted Like an old beach roller coaster  She's like a song playin' over and over In my mind, where I still hold her I had the chance and I should've told her, yeah  When we spent that week wide open Upside down beside the ocean I didn't know where it was goin' Still tryin' to keep my heart on the tracks I should've known that kind of feelin' Would last longer than that week did Blown away and barely breathin' When Sunday came and it was over Now she's got me twisted Yeah, I'm still twisted Like an old beach roller coaster Like an old beach roller coasterEmbedShare URLCopyEmbedCopy"
2358,Stars,Cole Swindell,Country,"You wish on 'em, party underneath 'em Way out there where it's easy to see 'em, stars Yeah, if they line up, tonight you're gonna Thank your lucky ones for shining down on you, stars  You stopped and filled up With a red and black one at the Texaco She hopped in your truck Sang along with one on the radio Big red one going down Feel like one in a small town Parked way out in the dark And they danced on the hood She was sitting on the shining light Then gave you that look They were in her eyes, she couldn't hide 'em By the end of the night, you were falling just like stars  You stare at 'em, swear if you could reach 'em You'd give her one 'cause she's got you seeing the stars Since that night she stole your heart  You stopped and filled up With a red and black one at the Texaco She hopped in your truck Sang along with one on the radio Big red one going down Feel like one in a small town Parked way out in the dark And they danced on the hood She was sitting on the shining light Then gave you that look They were in her eyes, she couldn't hide 'em By the end of the night, you were falling just like stars She fell from 'em so you point your prayers at 'em Cause she's got you feeling about as high as 'em  Since you stopped and filled up With a red and black one at the Texaco She hopped in your truck Sang along with one on the radio Big red one going down Feel like one in a small town Parked way out in the dark And they danced on the hood She was sitting on the shining light Then gave you that look They were in her eyes, she couldn't hide 'em By the end of the night, you were falling just like stars StarsEmbedShare URLCopyEmbedCopy"
2359,Hey Y’all,Cole Swindell,Country,"Hey y'all, what's going on? Been waiting on this all day long When you're up for anything A to Z No, you don't need no plan B Go on pop the cord, go on tap the keg Go on get some red up in your neck This is one of them nights you just can't miss And it goes a little, goes a little something like this  Come on now everybody Whether you're in a bar, in a club Or just kicking it country style VIP in the back of a truck  Hey y'all When the girls walk by we'll be like Hey y'all If we get it right they'll be like Hey y'all Wanna rock with us tonight? Hey y'all, damn right  Hey y'all, now what you think? Got the party rolling like a skating rink So bottoms up, if you're throwing down In a big city, small city, anywhere town I hear you son, I hear you girl Done got tipsy, like a tilt-a-whirl Yeah you're dancing going strong Careful now don't shake it off Come on now everybody Whether you're in a bar, in a club Or just kicking it country style VIP in the back of a truck  Hey y'all When the girls walk by we'll be like Hey y'all If we get it right they'll be like Hey y'all Wanna rock with us tonight? Hey y'all, damn right  Come on now everybody (come on now everybody) I wanna hear everybody (I wanna hear everybody) If you're with me everybody, everybody sing  Hey y'all When the girls walk by we'll be like Hey y'all If we get it right they'll be like Hey y'all Wanna rock with us tonight? Wanna rock with us tonight? Hey y'all, damn right (Hey y'all) (Hey y'all) (Hey y'all)EmbedShare URLCopyEmbedCopy"
2360,Home Game,Cole Swindell,Country,"Boot flask full of Jack Nobody'd look, nobody'd ask Holding out on a 10 o'clock 12-pack Win or lose, it didn't matter Cause soon as those jerseys hit the field You know that's when it got real With the rivalries and ride-with-mes And let-me-know-where-you're-gonna-be's  At the home game, we'd rock That small town fame in the parking lot All the pretty girls yelling ""Go Big Blue"" Best part never made the front page news It was under the bleachers Cigarette stain on my lips from Cowboy Red And her kiss and all of it, all of it, yeah Gone in a flash, the times that we had Got the pictures to prove the good and the bad It's just what we did and now nothing's changed They're still falling in love at the home game  TA still on her cheek Party in a field, she danced with me That pull you close, bottled up all week Win or lose, it didn't matter At the home game, we'd rock That small town fame in the parking lot All the pretty girls yelling ""Go Big Blue"" Best part never made the front page news It was under the bleachers Cigarette stain on my lips from Cowboy Red And her kiss and all of it, all of it, yeah Gone in a flash, the times that we had Got the pictures to prove the good and the bad It's just what we did and now nothing's changed They're still falling in love at the home game  We had those bragging rights to all those Friday nights The stadium lights, those stadium lights  At the home game, we'd rock That small town fame in the parking lot All the pretty girls yelling ""Go Big Blue"" Best part never made the front page news It was under the bleachers Cigarette stain on my lips from Cowboy Red And her kiss and all of it, all of it, yeah Gone in a flash, the times that we had Got the pictures to prove the good and the bad It's just what we did and now nothing's changed They're still falling in love at the home game Yeah, they're still falling in love at the home gameEmbedShare URLCopyEmbedCopy"
2361,A Dozen Roses and a Six-Pack,Cole Swindell,Country,"There's that flower shop on Main Lord, it's been too long since it's seen my face I probably should've stopped by yesterday Just a few miles from our house There's a neon sign flashing ""coldest beer in town"" Is she gone for good? Well, it's hard to say But I'm going to be ready either way  I got a dozen roses if she comes back home One for every time I left her lonely waiting on me Why did it take so long to see? And this six pack might not be enough But it's a damn good start if we're ending us We'll either work it out or we won't But I got a dozen roses if she comes back home And a six pack if she don't  I'm praying love will bring her back Oh, just one more chance that's all I'll ever ask I sure hope she ain't a memory yet But she left her book there on the bed Would a woman leave a man like that? I got a dozen roses if she comes back home One for every time I left her lonely waiting on me Why did it take so long to see? And this six pack might not be enough But it's a damn good start if we're ending us We'll either work it out or we won't But I got a dozen roses if she comes back home And a six pack if she don't  Is she gone for good? Well it's hard to say But I'm going to be ready either way  I got a dozen roses if she comes back home One for every time I left her lonely waiting on me, baby Why'd it take so long to see? And this six pack might not be enough But it's a damn good start if we're ending us We'll either work it out or we won't But I got a dozen roses if she comes back home Yeah, I got these dozen roses in case she comes back home And a six pack if she don't And a six pack if she don't (And a six pack if she don't)1EmbedShare URLCopyEmbedCopy"
2362,All Nighter,Cole Swindell,Country,"I hope you wasn't up too late last night 'Cause this might be a long one We gon' take our time and do this right See the sun risin', then some  Girl, the way you move, you're setting me on fire Stars are way up high, yeah, you take me higher Leaning in real close, like baby, hold me tighter It's looking like it's gon' be an all nighter The way you wear that dress, ain't nobody sleepin' Lovin' on you, babe, it might take all weekend You're putting on a show, I'm holding up my lighter It's looking like it's gon' be an all nighter  I don't need no downtown, last call lights Girl, you are the party Yeah, I'd love to lose all track of time Just me and you and nobody  Girl, the way you move, you're setting me on fire Stars are way up high, yeah, you take me higher Leaning in real close, like baby, hold me tighter It's looking like it's gon' be an all nighter The way you wear that dress, ain't nobody sleepin' Lovin' on you, babe, it might take all weekend You're putting on a show, I'm holding up my lighter It's looking like it's gon' be an all nighter It's gon' be, it's gon' be An all nighter It's gon' be, it's gon' be  I wanna be all yours Want you to be all mine Wanna kiss you good morning So don't kiss me goodnight, no, no  Girl, the way you move, you're setting me on fire Stars are way up high, yeah, you take me higher Leaning in real close, like baby, hold me tighter Girl you're looking like it's gon' be an all nighter The way you wear that dress, ain't nobody sleepin' Lovin' on you, babe, it might take all weekend You're putting on a show, I'm holding up my lighter It's looking like it's gon' be an all nighter  It's gon' be, it's gon' be Yeah, it's gon' be, it's gon' be An all nighter (I wanna be all yours)EmbedShare URLCopyEmbedCopy"
2363,Boomerang,Cole Swindell,Country,"Girl you got my days and my mind mixed up Last night we were on fire Now I'm layin' here wishin' it is what it was And thinkin' love is a liar The way you dance in and out of my hands Ain't nothing I can do but hold you when I can  You're like a boomerang You like leadin' me on then you leave me alone Aw, baby why, why you like a boomerang Flyin' out of my arms off into the dark Then you back again, like a damn boomerang  Every time I wonder where you are now I get to lookin' out the window Knowin' you know right where I can be found And how to keep me from lettin' go It's hard to get you out of my head With your every now and then, crashin' in my bed  Like a boomerang You like leading' me on then you leave me alone Aw, baby why, why you like a boomerang Flyin' out of my arms off into the dark Then you back again, like a damn boomerang You're like a boomerang You're cold, you're hot, you here then you not Here you come now Like a boomerang I can't lock the door cause I can't wait for more Give me some more Boomerang You like leadin' me on then you leave me alone Aw, baby why, why you like a boomerang Flyin' out of my arms off into the dark Then you're back again, like a damn boomerang  Yeah you're way too good at this game Aw, there you go, but I know you'll be back, you little boomerang Here you come againEmbedShare URLCopyEmbedCopy"
2364,Does It Hurt,Cole Swindell,Country,"Alright, alright, it's just a girl, just go say, ""Hey."" Don't try any stupid lines  Seen you walk in about a quarter to ten Even the jukebox starin' at you Wonderin' what you wanna hear Every bar stool sayin' Honey, over here Every fellow tryin' to buy you a beer That denim how'd you get em on Back pocket cell phone Wish I had my number in it Then, I could give you a call And we could talk If I could find the words But first things first  Tell me, tell me Does it hurt Every time you walk in a room Does it feel like work Keepin' them country boys off of you Are you tired of runnin' Through my mind's Poor boy neighborhood All, tell me does it hurt All, lookin' that good I mean, I, I, I don't know what it's like to be that hot Uh, so  What's a pretty girl like you Doin' in a place like this All, that ain't no pick up line But this is Hit or miss I can't quit, girl Look at me lookin' at you Lookin' like this  Does it hurt Every time you walk in a room Does it feel like work Keepin' them country boys off of you Are you tired of runnin' Through my mind's Poor boy neighborhood All, tell me does it hurt Yeah, lookin' that good All, come on Maybe, I should just get to know you a little better You know? That's, that's probably what I should do What do you, uh? So, what do you do? Are you a photographer? I know you could picture me and you together, right? No? Well, maybe interior decorator? This bar just became... beautiful?  Tell me, tell me Does it hurt Every time you walk in a room Does it feel like work Keepin' them country boys off of you And how'd it feel To fall from heaven Would've kept you if they could So, tell me does it hurt Girl, lookin' that good So where you, uh, where you from Denver, I just I'm sorry, I just asked you that I uh, I uh Sunshine state, I love it Yeah, I'm actually, uh, I'm from Nashville I may end up havin' to take you back with me because You're the only ten I see in here You know what I'm You know what I'm sayin' No I'm just serious You get it Or I mean maybe we could You wanna dance, or I don't either, it's gettin' late Yeah I was actually about to leave myselfEmbedShare URLCopyEmbedCopy"
2365,Kiss,Cole Swindell,Country,"Baby it was just one night One kinda just like this Maybe it was just one song But one I won't ever forget And maybe it was just one dance Out on the beach bar floor I had you there in my hands But let you slip out that door  And girl I don't even know how to act now You can put all them other girls in the background I can only picture you A couple seconds felt more like an hour or two And I was all right, thought I was on to the next one I don't know why I can't forget one Little taste of your lips Well come on baby, tell me, tell me what you put in that kiss That got me all tore up like this A little summertime tease with a twist Never knew how much I'd miss, that kiss  And that pretty little small town smile That you put right there on mine Now I ain't got your number to dial Or I'd be callin' you every night Yeah your friends came runnin' up And you told me that you had to leave Girl you left me here with half a beer In the middle of a memory Woah-oh-oh  Girl I don't even know how to act now You can put all them other girls in the background I can only picture you A couple seconds felt more like an hour or two And I was all right, thought I was on to the next one I don't know why I can't forget one Little taste of your lips Well come on baby, tell me, tell me what you put in that kiss That got me all tore up like this A little summertime tease with a twist Never knew how much I'd miss, that kiss  Baby it was just one night One just like this No I ain't ever been right Ever since, that kiss, yeah  Girl I don't even know how to act now You can put all them other girls in the background I can only picture you A couple seconds felt more like an hour or two And it was all right, thought I was on to the next one I don't know why I can't forget one Little taste of your lips Well come on baby, tell me, tell me what you put in that kiss That got me all tore up like this A little summertime tease with a twist Never knew how much I'd miss that kiss Girl I don't even know how to act now Yeah, you can put all them other girls in the background Come on, baby Tell me what you put in that kissEmbedShare URLCopyEmbedCopy"
2366,Get Me Some of That,Cole Swindell,Country,"Yeah girl, been diggin' on you Sippin' on drink number two Tryin' to come up with somethin' smooth And waitin' on the right time to make my move But I just can't wait no more Can't let you slip out that door You're the prettiest thing I ever seen before Got me spinnin' around, I ain't even on the dance floor  You're shakin' that money maker, like a heart breaker, like your college major was Twistin' and tearin' up Friday nights Love the way you're wearin' those jeans so tight I bet your kiss is a soul saver, my favorite flavor, want it now and later I never seen nothin' that I wanted so bad Girl, I gotta get me, gotta get me some of that Yeah, gotta get me some of that  Little more what you doin' right there Swingin' your hips and slingin' your hair Side to side with your drink in the air Lord have mercy now girl I swear Gotta get your number in my phone Gotta get me some of you alone We can worry 'bout it later on Right now just keep makin' this my favorite song You're shakin' that money maker, like a heart breaker, like your college major was Twistin' and tearin' up Friday nights Love the way you're wearin' those jeans so tight I bet your kiss is a soul saver, my favorite flavor, want it now and later I never seen nothin' that I wanted so bad Girl, I gotta get me, gotta get me some of that Aw yeah Yeah, I gotta get me some of that  In my ride, by my side, down the highway In the dark, in my arms, in your driveway All because of that smile you threw my way Yeah, girl you got a way of  You're shakin' that money maker, like a heart breaker, like your college major was Twistin' and tearin' up Friday nights Love the way you're wearin' those jeans so tight I bet your kiss is a soul saver, my favorite flavor, want it now and later I never seen nothin' I wanted so bad Girl, I gotta get me, gotta get me some of that I gotta get me some of that  Yeah, I gotta get me some of that Swinging your hips, swinging your hair, girl You know, I gotta get me some of that I bet your kiss is a soul saver, my favorite flavor I want it now and laterEmbedShare URLCopyEmbedCopy"
2367,This Is How We Roll,Cole Swindell,Country,"Aw, this is how the downtown crew rolls down here Aw yeah  The mixtapes got a little Hank, little Drake A little something bumping, thump, thumping on the wheel ride The mix in our drink's a little stronger than you think So get a grip, take a sip of that feel right The truck's jacked up, flat bills flipped back Yeah you can find us where the party's at  This is how we roll... We hanging round singing out everything on the radio, woah... We light it up with our hands up This is how we roll This is how we do We're burning down the night shooting bullets at the moon, baby This is how we roll...  Yeah baby this is how we roll We rollin' into town With nothing else to do we take another lap around Yeah holla at your boy if you need a ride If you roll with me, yeah you know we rollin' high Up on them 37 Nittos, windows tinted hard to see though How fresh my baby is in the shotgun seat oh Them kisses are for me though, automatic like a free throw This life I live it might not be for you, but it's for me though Let's roll! This is how we roll... We hanging round singing out everything on the radio, woah... We light it up with our hands up This is how we roll This is how we do When the world turns ugly I just turn and look at you, baby This is how we roll... Just roll Yeah, roll with us anytime  We're proud to be young We stick to our guns We love who we love and we wanna have fun We cuss on them Mondays And pray on them Sundays Pass it around and we dream about one day  This is how we roll... We hanging round singing out everything on the radio, woah.... We light it up with our hands up This is how we roll This is how we ride We slangin' up the mud cuttin' through the country side, baby This is how we roll... Yeah, yeah this is how we roll… You know, you know This how we roll This is how we do We burnin down the night shootin bullets at the moon Baby this is how we roll… (woah) Yeah this is how we roll (woah)EmbedShare URLCopyEmbedCopy"
2368,Six Pack Lines,Cole Swindell,Country,"Don't sound like me It's hard to believe Only been three weeks And my worlds spinnin' round a girl The prettiest thing I ever saw I've stood all I can stand Of bitin' my tongue Holdin' it in Along with that long blonde hair You're makin' me fall  This beer in my hand is just enough courage To say what I'm feeling Cause you got me all nervous Just like you do every time You're lookin' like that I freeze up and I take another sip Lean in a little closer like this What you got me sayin' I ain't blamin' on a buzz tonight Cause these ain't six pack lines Oh, these ain't six pack lines This is comin' from the heart Here in the dark My trucks in park But my minds going 95 And I even thinkin' bout slowin' it down No, but whatever you want We can take our time Whatever it takes To make you mine Girl, it ain't even midnight yet And the secrets out  This beer in my hand is just enough courage To say what I'm feeling Cause you got me all nervous Just like you do every time You're lookin' like that I freeze up and I take another sip Lean in a little closer like this What you got me sayin' I ain't blamin' on a buzz tonight Cause these ain't six pack lines Oh, these ain't six pack lines This ain't no Say one thing in the moonlight Then, take it all back with the sunrise Baby, just as sure as those stars shine I wanna be there To kiss you goodnight  This beer in my hand is just enough courage To say what I'm feeling Cause you got me all nervous Just like you do every time You're lookin' like that I freeze up and I take another sip Lean in a little closer like this What you got me sayin' I ain't blamin' on a buzz tonight Cause these ain't six pack lines Oh, these ain't six pack lines These ain't six pack lines Girl, you got me buzzin' on you tonight These ain't six pack lines Don't know what you're doin' But you're doin' it right No, these ain't six pack linesEmbedShare URLCopyEmbedCopy"
2369,Both Sides of Mississippi,Cole Swindell,Country,"Might be more trucks in Texas Than there are in Maine And when we open our mouths We don't sound the same, naw Might live a little different But when the weekend comes We feel like cups at the end of the day With the same old feel good buzz 'cause  Both sides of the Mississippi Throw down on Friday night Ain't gotta be down in Dixie To rock Dixieland Delight It don't matter where you're at Any old dot on any old map Beer is beer, whiskey's whiskey Out in the country, up in the city Strait is the king and the girls are pretty Both sides of the Mississippi That's right  Some call everybody Say 'meet me at the club', come on Some circle them headlights And kick up a little dust Gonna get a little sideways Might fall in love With a pretty little thing And some torn up jeans That's what an old boy does Don't matter where you come from 'cause Both sides of the Mississippi Throw down on Friday night Ain't gotta be down in Dixie To rock Dixieland Delight It don't matter where you're at Any old dot on any old map Beer is beer, whiskey's whiskey Out in the country, up in the city Strait is the king and the girls are pretty Both sides of the Mississippi, yeah Both sides of it  Aw, yeah, we might live a little different But when the weekend comes We feel like cups at the end of the day With the same old feel good buzz 'cause  Both sides of the Mississippi Throw down on Friday night Ain't gotta be down in Dixie To rock Dixieland Delight It don't matter where you're at Any old dot on any old map Beer is beer, whiskey's whiskey Out in the country, up in the city George Strait is the king and the girls are pretty Both sides of the Mississippi That's right It don't matter where you come from Beer is beer, whiskey's whiskey We know George Strait, he's the king Anywhere you go WooEmbedShare URLCopyEmbedCopy"
